song_no,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms,time_signature
1084,0.722,0.54,8,-13.929,1,0.0951,0.772,0.313,0.142,0.586,129.139,141XsxpUkbj7AkQKT8vySq,200240,4
1085,0.555,0.641,6,-9.4,0,0.0307,0.00595,0.507,0.0519,0.0376,109.978,6eUe0hg5ME6U7hKEwBO50l,236741,4
1086,0.681,0.909,9,-4.847,1,0.353,0.00135,2.33E-05,0.0754,0.378,110.007,5HrGPHWWvr7NQUTlV75FsT,281455,4
1087,0.611,0.836,7,-6.429,0,0.0891,0.123,0,0.164,0.329,110.034,1N47iqGBmfyVtTUozP9nYz,270545,4
1088,0.435,0.727,1,-6.969,1,0.0611,0.0424,4.60E-06,0.105,0.399,174.992,2c4s8OFu1IkIDdNA953M03,274286,4
1089,0.495,0.756,4,-5.734,0,0.655,0.0409,2.67E-05,0.102,0.217,87.396,23qSOTzMlj97ltJyah0lnV,219429,4
1090,0.5,0.206,3,-12.857,1,0.0354,0.89,0,0.107,0.457,93.394,2M5h6x9knOBwTNaekXCsaW,254280,3
1091,0.58,0.219,0,-12.349,1,0.0312,0.93,0.00011,0.0833,0.274,100.984,3rbM0znaKpHqj5hl7MzDqY,279627,3
1092,0.864,0.477,10,-5.786,1,0.224,0.201,0,0.182,0.5,86.46,5H4mXWKcicuLKDn4Jy0sK7,192932,4
1093,0.458,0.452,9,-9.299,0,0.047,0.342,1.94E-05,0.0703,0.316,86.318,3Q4gttWQ6hxqWOa3tHoTNi,269680,4
1094,0.735,0.449,10,-7.507,1,0.347,0.629,0,0.113,0.0397,122.947,4wVOKKEHUJxHCFFNUWDn0B,220488,4
1095,0.417,0.887,5,-5.551,0,0.367,0.0786,0,0.834,0.303,167.579,1QBwk6GTCxVdC2hoSw9tlM,307640,4
1096,0.62,0.78,7,-4.466,0,0.0364,0.0142,0.011,0.0833,0.328,93.954,6IRzBP4gVoV4D2zHmocoWy,375320,4
1097,0.428,0.617,1,-5.424,0,0.0283,0.346,0.179,0.101,0.216,92.003,1BLOVHYYlH4JUHQGcpt75R,351787,4
1098,0.726,0.535,7,-7.804,0,0.0476,0.0533,1.38E-05,0.0984,0.375,98.067,2XlHu0HcujBCkWMdIAvrqt,216558,4
1099,0.777,0.414,6,-7.44,0,0.0946,0.00421,2.73E-05,0.0724,0.287,100.002,2aSC2xhRxOLiiZZVjhbylH,227880,4
1100,0.793,0.524,8,-7.827,1,0.156,0.0319,0,0.156,0.579,86.325,5DI9jxTHrEiFAhStG7VA8E,174133,4
1101,0.766,0.442,1,-8.558,1,0.356,0.000107,6.12E-05,0.111,0.39,201.8,4Kz4RdRCceaA9VgTqBhBfa,181573,4
1102,0.418,0.546,0,-9.057,0,0.238,0.227,0,0.229,0.294,160.152,0V4l4GQhgnWQGtCWpvA7va,208813,4
1103,0.631,0.517,1,-6.044,1,0.0322,0.676,2.19E-06,0.105,0.227,107.981,6V8TEMSeGNlVuVjzdGI0Sc,221184,4
1104,0.594,0.449,1,-7.832,1,0.0545,0.155,0,0.127,0.315,82.987,7dzwCwvobdoKlIHr9XPZns,127972,4
1105,0.776,0.593,7,-10.535,1,0.252,0.327,0.00616,0.186,0.247,94.97,64I9byMYBlS1ARsC3vtpgW,197601,4
1106,0.79,0.675,11,-6.952,0,0.319,0.166,1.36E-05,0.103,0.363,90.961,6dEe0H4vjEyy2ukczkB25o,256198,4
1107,0.808,0.669,1,-5.008,1,0.155,0.00479,0.0704,0.312,0.239,139.062,4hO1pzpX4ST0d81PjmrBlt,229467,4
1108,0.761,0.43,5,-7.213,0,0.191,0.478,0.0287,0.0891,0.728,83.024,34HAlaqKnkgvYMXuAO3hoU,170661,4
1109,0.732,0.464,7,-8.591,0,0.301,0.309,0,0.107,0.353,82.494,5yK37zazHUe3WxEvymZs20,234615,4
1110,0.6,0.589,0,-8.296,1,0.29,0.784,0.224,0.107,0.59,81.815,19yMYXxG3gtIbKxOpQo9vL,159840,4
1111,0.82,0.596,11,-7.539,1,0.246,0.517,0.00159,0.358,0.54,94.968,32sBVB5HmrwJ6e9g0S2BRL,172653,4
1112,0.834,0.591,10,-7.543,0,0.305,0.0553,0,0.074,0.9,104.944,4uToWVHXLtKEEboNsG3n2u,256613,4
1113,0.72,0.562,2,-7.642,1,0.0367,0.0359,0,0.126,0.393,98.943,7Es2OBtD2DPHfz6gqSWH8Z,188293,4
1114,0.735,0.369,9,-9.682,0,0.0688,0.334,0,0.126,0.235,140.004,1iSqfoUFnQwV0QW1EfUit8,222997,4
1115,0.623,0.44,8,-10.934,1,0.0327,0.468,0.502,0.177,0.511,79.978,4O4xuKdvJvl7HpFlYGwudS,249000,4
1116,0.693,0.767,2,-8.639,1,0.0329,0.0513,0.00279,0.0278,0.822,111.421,7wXPymdFwPwxd6pwt267Tx,203240,4
1117,0.554,0.885,2,-6.212,1,0.0443,0.0323,0.0238,0.345,0.367,104.945,7nmtH3cyqEmKz8F09V60yO,258707,4
1118,0.508,0.953,4,-6.031,0,0.0806,0.256,0.0445,0.929,0.555,119.973,2gE0khQ948RYQOeTgCUL2a,340787,4
1119,0.401,0.56,9,-8.7,1,0.0612,0.08,0.0121,0.361,0.735,88.256,4KM9TyVRbsLENiuai9aqup,271397,4
1120,0.409,0.545,2,-11.314,1,0.0835,0.0581,0.00597,0.152,0.686,90.536,6Qjc36CLNJHkWwSNIPbghM,379389,4
1121,0.381,0.939,9,-4.684,1,0.125,0.042,0.918,0.172,0.335,159.97,5qdCsd05UUdtAsAtET9gxV,238013,4
1122,0.447,0.89,9,-3.823,0,0.047,0.000147,0.021,0.101,0.269,136.066,52zzYSu7RUsSFn8cZlVjWp,207106,4
1123,0.795,0.564,7,-10.482,1,0.0392,0.0934,0.000531,0.0631,0.961,124.166,1b7LMtXCXGc2EwOIplI35z,203893,4
1124,0.564,0.587,4,-7.393,0,0.0316,0.0573,0.00485,0.0416,0.966,147.462,3MFFDRC4wTN9JNGtzXsZlN,198467,4
1125,0.73,0.487,4,-10.991,1,0.0303,0.258,0.01,0.0852,0.731,114.965,254bXAqt3zP6P50BdQvEsq,226653,4
1126,0.656,0.662,8,-9.345,0,0.0307,8.12E-05,0.886,0.104,0.0712,128.022,0pgEx0eQPVh3fDpJcP4BqL,212067,4
1127,0.736,0.759,9,-7.066,1,0.0347,0.0573,0.207,0.0778,0.485,128.039,5H0CfA9GaNg0wROR9K3X3K,170059,4
1128,0.851,0.495,11,-7.125,0,0.0536,0.0207,0.269,0.21,0.618,127.99,24oJ33zUPIfFXVfc39g7E6,593605,4
1129,0.333,0.927,9,-8.55,0,0.0733,0.0029,0.000211,0.297,0.382,141.47,5QTxFnGygVM4jFQiBovmRo,308120,4
1130,0.608,0.746,0,-8.851,1,0.354,0.026,2.39E-06,0.043,0.745,134.03,0SYRVn2YF7HBscQEmlkpTI,191947,4
1131,0.425,0.903,1,-4.801,1,0.0732,0.405,0.0128,0.117,0.769,108.748,4BVE5tIIpYabZcYCbephNW,190253,4
1132,0.255,0.815,7,-8.197,1,0.0545,0.0747,0.471,0.227,0.699,144.549,39HPNIdWUse9mLDio9dxwK,329094,4
1133,0.33,0.342,11,-14.09,1,0.0404,0.734,0.671,0.129,0.0795,142.95,5166PYRq6DboQxf7XiXuJ2,422518,4
1134,0.402,0.691,7,-10.274,1,0.0691,0.0679,0.133,0.0955,0.206,96.95,1S1vypzJvsPQD3yriNFNdu,290934,4
1135,0.247,0.66,9,-7.631,1,0.0369,0.0148,0.000286,0.0884,0.612,114.801,4GOpMcPnnF9mtHNYgUPep6,170840,4
1136,0.318,0.303,11,-15.572,0,0.0302,0.664,0.000223,0.113,0.226,174.254,1XuccRABkfUVB4FjSVhjL1,197275,4
1137,0.23,0.704,2,-10.975,1,0.0569,0.767,0.87,0.112,0.309,94.371,3xyTufSSGLP3oZnomceAVW,580716,4
1138,0.225,0.618,8,-9.922,0,0.0331,0.00137,0.616,0.079,0.567,144.724,29engDqjmMr3VLqMm0c0WE,312253,4
1139,0.551,0.293,2,-12.503,1,0.0272,0.486,0.000273,0.0864,0.322,106.798,4vpeKl0vMGdAXpZiQB2Dtd,150640,4
1140,0.634,0.63,1,-8.277,0,0.031,0.447,0.039,0.17,0.489,118.628,6H3kDe7CGoWYBabAeVWGiD,270773,4
1141,0.702,0.668,9,-9.237,1,0.214,0.518,0,0.0588,0.561,116.063,1Ud6moTC0KyXMq1Oxfien0,378147,4
1142,0.279,0.852,7,-7.838,1,0.0511,0.0119,0.076,0.0624,0.438,117.418,4JNi40t7xR5bO3PWxRkiPN,558933,4
1143,0.475,0.322,7,-10.687,1,0.0283,0.367,0.00056,0.11,0.387,93.503,6zeE5tKyr8Nu882DQhhSQI,206267,4
1144,0.406,0.524,5,-11.071,1,0.255,0.469,3.95E-06,0.117,0.412,56.046,5OkYfk72CNL8XLqa3gp9q7,282560,4
1145,0.523,0.654,6,-9.531,0,0.216,0.815,8.34E-06,0.211,0.544,79.192,15NQ3x1f2GUhqs8oBXhTqp,244053,4
1146,0.543,0.551,1,-10.38,1,0.437,0.741,5.35E-05,0.583,0.638,75.932,5V9lnDn1hePoudMfKfCTNl,239027,4
1147,0.239,0.961,8,-6.695,1,0.128,9.44E-05,0.0619,0.964,0.182,176.343,3ebrniHtOzNWigJhEkWguR,267507,4
1148,0.525,0.929,9,-8.56,0,0.0784,0.262,2.90E-05,0.0754,0.556,163.503,4ItljeeAXtHsnsnnQojaO2,262748,4
1149,0.382,0.497,4,-11.815,0,0.0328,0.117,0.233,0.11,0.391,117.446,4D3Twi99sdqxesC68XAPf5,224027,4
1150,0.485,0.904,8,-3.48,0,0.0465,0.000775,0,0.182,0.898,92.067,1EXMtjti643XyQLiGDdki0,287136,4
1151,0.528,0.595,0,-10.35,0,0.281,0.337,0,0.389,0.36,130.396,1p1b9LdLJ0REuFJX9mYtFX,152547,4
1152,0.562,0.724,6,-8.627,0,0.0271,0.0124,1.42E-06,0.223,0.855,113.056,4iwpCp7qdDLngGI3gsVTza,245728,4
1153,0.348,0.634,2,-11.527,1,0.048,0.378,0.474,0.346,0.0803,124.079,3Y8gNcoJu1uJ5L1BZuGvqB,251279,4
1154,0.407,0.493,0,-7.324,0,0.0299,0.0287,0,0.137,0.168,78.929,03GSskFw5AAKkwlOfiUMpR,293787,4
1155,0.708,0.494,5,-7.496,0,0.0365,0.697,0.000115,0.34,0.76,142.921,57zRWXTQCFRV3zwg0NR8Ck,163172,4
1156,0.518,0.656,0,-6.446,1,0.0267,0.000882,0.0251,0.32,0.15,135.388,0TdAVKULjn3z2BRjrx3Hl2,265000,4
1157,0.738,0.334,9,-14.653,1,0.0505,0.825,0.189,0.0845,0.489,78.026,7BT2BsgZZffGmiENrzxCzy,364333,4
1158,0.461,0.102,7,-13.05,1,0.0897,0.967,2.10E-06,0.164,0.259,71.835,0fB77VOZ2FkQeKLv1DuEwp,324499,4
1159,0.248,0.849,0,-2.508,1,0.31,0.086,0,0.64,0.234,72.745,0Fk81iRERCjpV5Ww9Wfb3g,316932,4
1160,0.436,0.819,0,-6.71,1,0.036,0.0171,0.00882,0.117,0.405,144.26,51R5mPcJjOnfv9lKY1u5sW,268333,4
1161,0.458,0.972,0,-5.184,1,0.0575,0.00763,0.000162,0.115,0.404,141.615,7tuaKdx1uXZwPgHMYC0gUm,343773,4
1162,0.545,0.169,0,-16.249,1,0.132,0.908,0,0.0942,0.482,98.225,6GGdkwYk4NXuiIcQD16AZg,124853,4
1163,0.745,0.728,7,-4.686,1,0.034,0.0183,1.50E-06,0.14,0.625,124.016,3WGJSY8JaGliVIJyMig5aS,189200,4
1164,0.867,0.545,2,-5.192,1,0.0625,0.0646,0.000289,0.0505,0.525,139.943,5o4yGlG0PfeVUa6ClIyOxq,162586,4
1165,0.643,0.866,9,-4.364,1,0.0752,0.00224,5.69E-06,0.218,0.391,149.887,2ljvO8ZpKFMT3HXwCjW4Yw,171813,4
1166,0.552,0.409,1,-13.829,0,0.0347,0.735,0.316,0.0963,0.212,105.022,7qM5gX7rJNvQp44Y4pZn0m,246857,4
1167,0.49,0.921,6,-3.373,1,0.437,0.288,0,0.482,0.497,150.514,57pOLYHz6mt5aMkOXa2Gis,237733,4
1168,0.897,0.743,10,-5.446,0,0.222,0.304,4.44E-05,0.137,0.905,134.979,643PW82aBMUa1FiWi5VQY7,187105,4
1169,0.625,0.763,8,-4.997,0,0.129,0.147,0.0106,0.214,0.721,88.753,3sTN90bIP2cJ1783ctHykO,192160,4
1170,0.854,0.569,5,-8.151,0,0.106,0.0609,0.0816,0.1,0.294,80.015,7ycWLEP1GsNjVvcjawXz3z,205040,4
1171,0.446,0.343,0,-12.929,1,0.036,0.643,0.0605,0.105,0.0952,114.989,6WjAYBkzXP2NusejXjtkYQ,260360,4
1172,0.557,0.858,8,-7.972,1,0.0765,0.000554,0.00562,0.448,0.236,180.048,51d3dbb0pQN4u84Wl1lzAw,150667,4
1173,0.844,0.787,11,-7.044,1,0.132,0.0941,0.000853,0.0841,0.54,110.985,7H06sYnrGsMbWzAR377J8s,116757,4
1174,0.882,0.622,6,-6.508,1,0.163,0.011,0.0084,0.335,0.583,140.997,1rSdlkaYyJC3tssEr791ve,214368,4
1175,0.736,0.859,8,-6.783,1,0.153,0.0124,0.0346,0.233,0.678,165.941,6PwXHZNHKgkIYwzNKDL11Z,132469,4
1176,0.493,0.15,2,-20.19,1,0.305,0.95,0.00797,0.315,0.0945,104.109,6nhe56fKl0GjOqZGAiAwZq,60790,5
1177,0.667,0.511,10,-7.949,1,0.038,0.823,1.84E-05,0.103,0.681,100,4XJlKNehaCUUeviadnz1Fg,155459,4
1178,0.689,0.313,0,-10.073,1,0.0366,0.789,0,0.144,0.625,133.754,5f8TozGCJHwR82EOCajZjU,108853,4
1179,0.617,0.684,0,-3.618,1,0.0439,0.0545,0,0.104,0.295,132.113,05mDaV9Vb3wrzjF6OPZnhq,150867,4
1180,0.902,0.43,11,-7.239,1,0.0567,0.899,0,0.0964,0.83,94.043,7MSpEzjmxk6cTyd2Wl06IM,67173,4
1181,0.439,0.837,9,-11.548,1,0.0336,0.0808,0.0024,0.115,0.511,151.994,5ft1GmMZA4uNX7afvQfDLn,212827,4
1182,0.508,0.91,0,-5.743,0,0.0786,0.00134,0.465,0.15,0.491,100.058,23j7dlNIalftynH6fNllR9,316173,4
1183,0.607,0.566,0,-10.37,1,0.0482,0.895,0.083,0.139,0.607,180.048,0Lbe98RKWwBbu1sipPSa4n,231333,3
1184,0.467,0.506,9,-9.271,1,0.029,0.648,3.21E-05,0.128,0.218,97.132,5ZtfujhQIVRZm2RMZPQ3iD,184853,4
1185,0.747,0.571,11,-7.916,1,0.478,0.38,0,0.534,0.553,172.104,79XrkTOfV1AqySNjVlygpW,181933,4
1186,0.71,0.664,9,-9.683,0,0.118,0.651,0,0.367,0.488,126.946,3buZ8XXWl8OJriJXL48XJc,194000,4
1187,0.618,0.269,11,-9.32,1,0.0264,0.595,0.0025,0.114,0.108,86.05,5gYrBCUyIODGPTBbyjDhdT,232750,4
1188,0.616,0.609,10,-6.969,1,0.0461,0.517,2.27E-05,0.0824,0.18,98.957,6qiivlwgnkjFnWbY9fbFOW,206061,4
1189,0.565,0.642,0,-7.21,1,0.05,0.615,0.358,0.138,0.539,122.989,6VZg3YsN5kKBwz39fPcIM1,321951,4
1190,0.321,0.329,0,-9.724,1,0.0293,0.613,0.000305,0.0846,0.213,165.399,2WCoRl4kKbaZ6oGN6KD4HQ,341691,4
1191,0.687,0.542,9,-6.976,1,0.15,0.794,0,0.0822,0.887,86.87,5KYDPulw71N02ojE4VBKZg,212978,4
1192,0.625,0.699,0,-6.416,1,0.0729,0.13,0,0.238,0.717,75.974,0zREtnLmVnt8KUJZZbSdla,220520,4
1193,0.437,0.754,3,-6.083,1,0.0505,0.0744,0.0485,0.13,0.344,119.014,3sqUOujROom85ggcQKIow1,435053,4
1194,0.381,0.894,7,-8.638,1,0.037,0.0258,0,0.0251,0.797,205.528,2oSpQ7QtIKTNFfA08Cy0ku,246933,4
1195,0.186,0.546,2,-9.947,1,0.0373,0.451,0,0.201,0.533,177.526,6QZfj7u76JcewmSARFVUmr,152453,3
1196,0.407,0.482,4,-7.479,1,0.0329,0.447,9.21E-05,0.285,0.533,182.825,5635VeZSLGB0A97RsrBJsi,147267,3
1197,0.48,0.333,6,-11.649,1,0.0282,0.901,0,0.149,0.396,80.557,2q3s94g1UFU90IinOiFmDQ,204211,4
1198,0.381,0.589,6,-8.217,1,0.0297,0.00277,0.00188,0.219,0.423,203.75,0dGyrOsSR0TOAxY4UBojmV,269929,4
1199,0.526,0.918,9,-8.789,0,0.0771,0.25,4.54E-05,0.0778,0.578,164.453,5iNr7y6iWNkwVvVeOXSLT5,262760,4
1200,0.415,0.688,7,-10.504,1,0.0636,0.0729,0.0495,0.0832,0.23,96.968,35XlkvHy9WHPI4Tf9eax4t,290933,4
1201,0.684,0.542,5,-10.559,1,0.0382,0.836,0.812,0.133,0.441,96.88,6jRAiWrKhURIcFGPEeMnsD,270067,4
1202,0.473,0.217,1,-15.662,0,0.032,0.989,0.905,0.134,0.441,151.002,0rlfGg5Ym6J9AA97ah7voH,201768,3
1203,0.643,0.415,1,-15.918,1,0.038,0.434,0.903,0.111,0.237,134.972,7MklIl0YqJ5CVqi7zxCcf6,313613,3
1204,0.612,0.476,8,-8.256,1,0.0275,0.861,0.00401,0.147,0.257,118.383,0ZAhJvqW67Epg4IsLIaSTR,288720,3
1205,0.659,0.351,9,-9.935,0,0.0364,0.692,0.00287,0.0972,0.155,73.984,7xhTSgfat6rcufZN8mtY7Y,218312,4
1206,0.434,0.677,10,-7.535,1,0.119,0.384,0.0684,0.119,0.218,167.927,0FfZudphGgQTGeEV6AhmOs,204209,4
1207,0.518,0.573,10,-7.184,0,0.0408,0.138,0.00185,0.0645,0.399,74.038,4rLy66Cwo3ARpe04eM2OXT,276858,4
1208,0.802,0.41,9,-12.793,1,0.0454,0.411,0.00107,0.0941,0.224,106.047,08bo51XXjxoJRv3O9tuUaj,241547,4
1209,0.72,0.357,7,-15.168,1,0.0323,0.823,0.0761,0.107,0.351,117.016,0Cf6rkjTrPcljKnot3jI5o,274980,4
1210,0.403,0.763,8,-6.727,1,0.118,0.0277,0.00985,0.148,0.455,82.812,02POyqtbrdmYQ3RxsTrYMD,255613,4
1211,0.253,0.715,4,-8.991,1,0.0379,0.00502,0.15,0.322,0.505,103.532,7D9zQOnM8fDzNHtI1rondd,275840,4
1212,0.297,0.27,0,-15.79,1,0.0434,0.0764,0.00117,0.15,0.103,104.126,2jzjhQa7nLIaDMhMjSzedd,390293,4
1213,0.443,0.456,7,-11.488,1,0.0786,0.305,0,0.0502,0.675,176.159,4IxCudQYUrgPu6qVrwnB5p,265080,4
1214,0.39,0.516,4,-12.125,0,0.035,0.233,0.106,0.113,0.418,118.854,3s9ri7hKv6ijDn2k89veEU,223960,4
1215,0.599,0.363,7,-11.728,1,0.0315,0.333,0,0.243,0.648,79.456,1ITQbrueGLl581a25XXm9c,213107,4
1216,0.336,0.339,11,-14.237,1,0.0397,0.724,0.608,0.126,0.0768,139.869,55ZL7fjGAWfClmpnsK6Xon,422680,4
1217,0.509,0.417,10,-9.632,1,0.0295,0.77,0.0946,0.0887,0.482,134.956,0jqFM7E9z1PLYtPVCuFwAi,305001,4
1218,0.354,0.311,3,-10.377,1,0.0321,0.965,0.0315,0.204,0.135,146.631,5eG8QuQKOBvDeCyoOeMkhT,194160,3
1219,0.415,0.226,1,-15.838,1,0.0297,0.905,0.841,0.359,0.139,93.963,4jUDqSD6HRCQAFbhWK0yud,288973,4
1220,0.282,0.181,0,-10.214,1,0.0354,0.963,0.00275,0.0764,0.169,97.119,3dRDxa4STStR3mVU80S1Vb,293839,3
1221,0.277,0.39,5,-9.477,0,0.0331,0.0103,0.0888,0.144,0.0866,132.76,7z6K6NDNgZPfn63kfYqAiT,266969,4
1222,0.519,0.163,0,-18.131,0,0.0489,0.926,0.751,0.115,0.356,142.116,3tchJ8gDgMdaSxpaLxlr1F,168040,4
1223,0.365,0.273,4,-16.526,0,0.038,0.94,0.431,0.109,0.238,132.285,4HbeGjbt7u3pvwDk1vN7P0,248965,5
1224,0.579,0.463,7,-9.657,1,0.0303,0.585,0,0.0892,0.447,124.977,7Bo0xLcXWx3pdhqwthqGaz,364613,4
1225,0.59,0.455,2,-10.385,0,0.0428,0.368,0.508,0.14,0.103,130.037,01MfNWiJORqsE3rt1LI0ft,173853,4
1226,0.386,0.151,7,-16.492,1,0.0388,0.966,0.000897,0.119,0.0825,143.456,2yxpMD9Fopz8FZEDSHRYy8,161413,4
1227,0.793,0.855,1,-4.863,0,0.0859,0.0546,0.819,0.094,0.697,159.011,1RXnyc0zTy3aDeUxmixsev,315666,4
1228,0.699,0.294,5,-13.205,0,0.0294,0.587,0,0.117,0.893,96.615,19lAT1lAVe4HzFkVNFHGen,151720,4
1229,0.561,0.7,0,-8.82,1,0.0798,0.356,2.96E-05,0.0723,0.607,82.857,58vvxoXqQicDlUFJHfOuEs,144662,4
1230,0.645,0.598,1,-13.18,0,0.0335,0.221,3.53E-06,0.0721,0.913,105.929,7Ar4G7Ci11gpt6sfH9Cgz5,227267,4
1231,0.549,0.28,7,-10.692,1,0.0311,0.474,0.0612,0.16,0.299,125.83,0MrZG1nTNQVzeSJKi6gFVF,444912,4
1232,0.466,0.786,2,-6.81,1,0.0344,0.13,0.14,0.817,0.716,154.341,3ULgE72PnMaeV6lzA0G6Jv,311069,4
1233,0.576,0.545,5,-7.213,1,0.0281,0.0871,0.000502,0.267,0.649,84.24,1tKha6Q0lYlW1qsWYbZB2N,250089,4
1234,0.431,0.174,0,-11.373,1,0.0351,0.418,9.74E-05,0.109,0.144,117.563,0Q5YtY85lz5n7rQkeMNpoe,296172,4
1235,0.649,0.425,4,-9.811,1,0.0267,0.378,0.0013,0.108,0.651,107.383,6Zyz8lsnMFpIrCTuvGurCB,304926,4
1236,0.517,0.188,10,-13.069,1,0.0616,0.884,1.07E-05,0.109,0.257,135.691,2NsW7nEPsgmqUqEO7GJ83F,188587,4
1237,0.378,0.286,1,-18.965,1,0.0735,0.774,0.773,0.0964,0.0619,72.994,1F0WmzKJt8ylEAfjeXAiTc,286744,4
1238,0.139,0.103,0,-21.571,0,0.0367,0.983,0.871,0.111,0.0529,72.441,71y8yBJMuJyVPcF1csMlAN,221046,4
1239,0.528,0.229,9,-10.938,0,0.0541,0.884,0,0.0907,0.305,79.005,7gFeIUUTP44jwxnq6dUvoS,164462,5
1240,0.58,0.262,8,-12.757,1,0.0473,0.967,0.257,0.104,0.113,101.426,7u1RFiVD1hT5M2MT1PUfk4,199615,4
1241,0.514,0.0533,8,-16.276,1,0.045,0.932,1.16E-05,0.113,0.176,113.861,0C0ESa1ZZ5taXaYUxwnvx9,295266,4
1242,0.795,0.229,10,-12.529,1,0.0459,0.438,0.00567,0.146,0.441,128.026,1CWNTXXNAAo9yDO3yo3uAC,201667,4
1243,0.491,0.883,4,-4.986,0,0.0306,0.000736,3.19E-05,0.369,0.518,131.75,4Y7fEQ4PAzhlLnLviRw2P4,281853,4
1244,0.426,0.76,0,-4.082,1,0.0414,0.118,0,0.325,0.955,171.838,7pQAq14Z73YUFMtxCyt0bG,131213,4
1245,0.326,0.365,3,-8.776,1,0.0265,0.667,0.000523,0.0718,0.314,133.084,0Oroc0HXQaxs8ONgI7dLnw,219440,4
1246,0.651,0.806,2,-4.842,1,0.0311,0.00399,0.00455,0.0927,0.386,125.641,3iEqGBZ2wcpVzhiAcwXVC6,239877,4
1247,0.617,0.932,11,-4.908,1,0.0556,0.000353,0,0.403,0.617,100.04,56igJevSZKAKqzW4PTQXJb,223754,4
1248,0.478,0.456,7,-6.844,1,0.0529,0.122,1.98E-05,0.214,0.268,171.9,7DmTaJoM7L020qm3egqNsM,247265,4
1249,0.201,0.765,9,-5.33,1,0.0359,1.66E-06,0.00039,0.314,0.385,105.661,6SrvijeageGUiFu9iCDdmM,207223,4
1250,0.609,0.631,9,-7.115,1,0.0261,0.0105,0,0.452,0.594,134.969,2ymCaPd4ojF9H8hzIz2NJd,175117,4
1251,0.525,0.286,2,-15.92,1,0.0347,0.879,0.00799,0.334,0.574,78.945,6zjBevD0Y6eCbOXaqQ79Xj,264007,4
1252,0.458,0.84,5,-4.812,1,0.0566,0.00747,0.204,0.23,0.543,129.03,4SgcE7RxpK3ydWrjoAQH1K,199093,4
1253,0.627,0.495,2,-8.934,1,0.0287,0.0681,0.104,0.124,0.452,134.01,3wFPsw1WQJevCFoKpoLyTF,285833,4
1254,0.588,0.724,9,-6.251,1,0.0347,0.045,0.000716,0.0695,0.0715,128.027,5FbfZj2ZyTSu6RNeJ2Q0bj,233502,4
1255,0.176,0.28,0,-12.149,1,0.0348,0.425,0.91,0.0731,0.0654,76.012,3BkG61au7zE6yu7JohmWWl,150930,3
1256,0.482,0.932,0,-4.745,1,0.203,4.01E-05,0.0122,0.556,0.453,149.971,3ERlkLtr5K5C7VUqlDcNSR,158845,4
1257,0.637,0.85,0,-5.054,1,0.0351,0.0048,0.000179,0.152,0.52,126.106,4dk40nfaQav6b4ZsJ9OYUo,213973,4
1258,0.348,0.386,0,-12.67,1,0.0279,0.901,0.15,0.147,0.187,145.299,61ysSYtWOIz9SGuBEUsNkX,253707,4
1259,0.667,0.511,0,-11.016,1,0.0292,0.317,0,0.135,0.396,82.841,4NjyI3qjCRv3XZXgcISc8E,211573,4
1260,0.632,0.556,9,-10.138,1,0.0288,0.29,0.0215,0.0779,0.633,104.996,3ntrdR24dLkKrzSGRv1FlH,211667,4
1261,0.489,0.389,4,-11.653,0,0.0284,0.877,0.32,0.105,0.254,131.366,3D9iV6cYkYJRAPFO6DRKIE,257787,4
1262,0.484,0.165,7,-18.568,1,0.0498,0.728,1.19E-06,0.115,0.193,159.174,1yKQBy7olMIqRpziyAzf8c,227933,3
1263,0.362,0.465,2,-14.576,1,0.0595,0.00956,0,0.264,0.287,125.634,75cVF6T9rA3ElEfhKWDjBb,171905,4
1264,0.384,0.579,6,-8.216,1,0.0295,0.00297,0.000894,0.213,0.435,203.795,1qQJWohzIrKMNIz6pyyKYw,269929,4
1265,0.75,0.428,8,-9.738,0,0.526,0.212,0,0.177,0.622,133.829,2NsFNwKJds9vQTxufMIWWZ,244907,4
1266,0.617,0.362,8,-8.84,0,0.315,0.638,0,0.478,0.695,85.201,493XhtluGD22qDWYLYHxhy,140524,4
1267,0.531,0.268,1,-12.266,1,0.663,0.787,0,0.286,0.398,76.256,0plaZk1lC5Oa8Mr9KgEHsq,217848,1
1268,0.556,0.69,7,-6.499,1,0.754,0.34,0,0.0976,0.642,61.939,0J8oh5MAMyUPRIgflnjwmB,202285,3
1269,0.421,0.935,7,-2.601,1,0.438,0.00978,0,0.165,0.645,155.855,3EY1vEkydU2oguC17jzhTZ,191069,4
1270,0.567,0.75,5,-8.793,1,0.877,0.301,0,0.0706,0.647,73.425,4LL1Okn06uuU2nB5HXfU2A,78718,4
1271,0.668,0.53,6,-9.932,1,0.515,0.482,0,0.129,0.657,81.458,1sUlUvzOsNjWKAIiagsnZc,157620,4
1272,0.76,0.371,7,-10.199,1,0.0339,0.354,4.35E-05,0.116,0.392,107.759,5Gda2dF6ew4ORmTL4xaxZT,276072,4
1273,0.444,0.152,8,-12.87,0,0.0471,0.953,8.85E-05,0.0966,0.227,115.95,62ljuuXo0zrcrtJnnOhfxT,231040,1
1274,0.776,0.371,0,-9.674,0,0.0303,0.526,0.556,0.109,0.643,89.003,0Er3BwT1Wop7L9I1OWHkOF,299347,4
