song_no,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms,time_signature
5429,0.552,0.152,5,-8.343,1,0.043,0.856,0.824,0.102,0.279,87.084,7rIKi7RgORUmzMuAzY4M7Y,158750,4
5430,0.704,0.328,2,-9.324,0,0.335,0.588,0.677,0.117,0.527,186.797,5uTagmAki5tsMxn6UrkzyB,139000,4
5431,0.755,0.695,9,-5.963,1,0.26,0.0179,0,0.107,0.493,128.063,2ooF4088y5L72c4YTEJQoB,101851,4
5432,0.921,0.537,9,-5.723,0,0.0804,0.556,0.00404,0.102,0.711,128.009,0JP9xo3adEtGSdUEISiszL,135090,4
5433,0.763,0.726,1,-6.405,1,0.282,0.259,0,0.0976,0.349,139.059,7floNISpH8VF4z4459Qo18,126346,4
5434,0.827,0.524,10,-9.819,1,0.0536,0.552,0.000112,0.198,0.356,136.785,5IJbTPhcj0IjdzUaYqwe2I,224493,4
5435,0.454,0.407,11,-10.733,1,0.0739,0.582,0.774,0.117,0.242,81.401,5xwKCPdE3kyU0XwqfbyQsx,187134,3
5436,0.458,0.378,2,-11.354,0,0.15,0.416,0.0919,0.0966,0.037,168.232,77UXyXy6qie0sOtLdEIH4A,176804,3
5437,0.643,0.329,1,-12.598,1,0.0898,0.425,0.665,0.0958,0.202,156.959,6dqiwfvxb1AM5y1vyVwaa0,152375,4
5438,0.803,0.338,0,-9.397,1,0.0415,0.426,0.00503,0.117,0.0723,119.989,7tmZ21lno9WK3K4Sezt6qj,154443,4
5439,0.577,0.387,7,-8.607,1,0.274,0.964,0.705,0.208,0.459,146.565,0baNzeUcPQnQSagpe8T0mD,126312,1
5440,0.686,0.539,1,-9.408,0,0.092,0.545,0.000564,0.14,0.36,123.929,4bOr88BuLILM22g8FKQWrG,222147,4
5441,0.532,0.385,2,-10.371,0,0.0392,0.826,0.00699,0.118,0.327,126.61,1n8KCrv2wq43ysd6HQCpV6,168189,4
5442,0.552,0.286,9,-9.519,0,0.038,0.672,9.43E-05,0.122,0.201,119.382,7dbnPDB4gAJVTduLcixNMT,132110,4
5443,0.834,0.966,0,-3.943,1,0.0425,0.101,0.843,0.14,0.882,119.99,3MTef0fYROWYMP8b3ZAepO,260010,4
5444,0.808,0.552,1,-13.673,1,0.035,0.136,0.915,0.203,0.61,138.992,2zpgZcT2Ec1zFCSMwv0UR1,555176,4
5445,0.366,0.666,8,-8.271,0,0.0379,0.805,0.662,0.184,0.0515,122.047,688ju6XT9P1vKt3sNEzuGS,201600,4
5446,0.523,0.623,0,-7.992,1,0.0719,0.751,0.436,0.341,0.375,132.985,7DPl2FNuOhvPsNaqDehQ0c,216000,4
5447,0.535,0.72,8,-6.627,1,0.038,0.787,0.00339,0.103,0.0759,118.94,4H3kVzEBywafoCOq1DomD7,216929,4
5448,0.403,0.234,4,-17.865,1,0.0531,0.761,0.0618,0.123,0.13,144.226,72Qo3U5apeuv91j9BEqJBM,164430,4
5449,0.766,0.402,1,-11.155,1,0.107,0.27,0.0007,0.106,0.466,125.107,1M321puDN1WBd5NF0ogOKW,153857,4
5450,0.692,0.752,7,-5.112,0,0.116,0.671,0,0.116,0.655,86.994,4GTwSdqW8rrF9NodMOxHci,165787,4
5451,0.526,0.525,0,-12.345,1,0.26,0.712,0.000148,0.139,0.66,73.731,4XOlo2K3XX1ICy1KfEiWyO,208144,4
5452,0.79,0.768,6,-5.638,1,0.284,0.148,0.000947,0.126,0.691,80.029,7LptQZjp5wgdYDQZPjOV9O,131139,4
5453,0.428,0.511,5,-6.988,0,0.153,0.56,0,0.22,0.33,143.684,41LmqBEQojWdLobJyf2xjG,177172,5
5454,0.741,0.758,1,-5.288,1,0.0411,0.211,1.11E-05,0.103,0.4,75.012,40TKWq5LzZCQWLFBOKTe1j,135200,4
5455,0.801,0.698,0,-8.998,0,0.33,0.0477,1.46E-06,0.184,0.502,76.5,18gNzobZV5YD8BhL8o3BTi,169020,4
5456,0.673,0.722,5,-5.497,1,0.0855,0.364,0,0.0605,0.717,91.962,4Sbc03ueoX8IHdI1H2iht0,162070,4
5457,0.665,0.709,11,-3.643,1,0.037,0.0371,0,0.323,0.841,100.001,1Wm8n5eQpDaOk2eQjf8ENd,205049,4
5458,0.481,0.953,11,-4.814,0,0.0404,0.000317,0.000259,0.449,0.714,132.031,3d2SCtuaymov8MjKfTDPOp,258107,4
5459,0.739,0.775,2,-5.215,0,0.0902,0.0812,0.000281,0.237,0.755,135,39Z6LCw3UEFYjQivDV1UF1,210445,4
5460,0.583,0.778,5,-4.766,1,0.0403,0.000276,0,0.621,0.446,122.053,6GqRl2u7LIW93T8Vi5LnXU,218589,4
5461,0.656,0.952,2,-4.146,1,0.0524,0.0716,0.000442,0.702,0.889,112.487,6i5vTlzfG2NBZQfupcTMJ1,172816,4
5462,0.761,0.61,0,-6.651,1,0.0467,0.0058,0,0.0717,0.244,109.999,6kCqR0FkkD668JMTXBAGw7,233106,4
5463,0.63,0.902,7,-4.265,1,0.103,0.00427,0,0.328,0.759,120.964,606MdMKIoz2TKV1pAML5OJ,214641,4
5464,0.368,0.575,10,-5.1,1,0.0443,0.566,0,0.116,0.294,197.639,489qGxxMxFWIFgtNYFzlAz,242960,4
5465,0.689,0.776,9,-6.221,0,0.04,0.0591,8.64E-06,0.0629,0.734,129.977,7nzYP2Eznmu83TFdB7wDE9,166920,4
5466,0.279,0.697,11,-8.355,1,0.0411,0.0645,0,0.431,0.244,70.554,4LU5CO0wa6WryKRadMqFZf,188735,4
5467,0.538,0.131,7,-14.104,1,0.0316,0.983,0.00522,0.156,0.32,136.149,51lPx6ZCSalL2kvSrDUyJc,190013,4
5468,0.85,0.461,6,-9.018,0,0.0539,0.591,0.0409,0.1,0.628,94.038,1crSsvtU9wZB15dIQXV2QH,265360,4
5469,0.718,0.583,7,-7.884,1,0.0288,0.623,0.000662,0.0612,0.422,119.97,0oiCeOPwm4zhwfyIpAE37y,212320,4
5470,0.671,0.801,0,-5.919,1,0.0342,0.0838,0.00352,0.182,0.824,111.855,2blatY6lvhB8fwuSx1ttcr,223947,4
5471,0.694,0.883,5,-4.989,1,0.0693,0.218,0,0.14,0.674,118.325,3GOZV32PCMZBNCXqVQUKsW,164867,4
5472,0.488,0.901,7,-3.701,1,0.101,0.0654,0,0.359,0.827,161.285,5FCPN8g30PRH7lLgxDh9LQ,105267,4
5473,0.467,0.664,10,-10.189,1,0.0479,0.0448,0,0.365,0.642,159.858,5HjviQMuDBIvcyNXJtka23,209960,4
5474,0.629,0.855,10,-5.593,1,0.0568,0.108,0,0.198,0.963,96.039,2RKmGDTq840oLpKC0WOaCr,184400,4
5475,0.68,0.857,7,-4.132,1,0.0373,0.0151,2.88E-05,0.056,0.794,95.349,2RQ3fWFZJJe4G5KkHEACww,285160,4
5476,0.541,0.616,0,-6.53,1,0.028,0.00114,1.09E-06,0.151,0.203,144.218,0i5QVxsK3IvEDbUjTA64Li,198600,4
5477,0.629,0.57,0,-6.076,1,0.0472,0.158,0.0214,0.0778,0.0945,121.021,3GXeJYfUcnvdmMMyyiQqCH,244711,4
5478,0.41,0.279,10,-13.248,1,0.0315,0.75,0.244,0.112,0.245,115.302,3w4hSYOCUcsfk86JcjkO1a,227667,3
5479,0.689,0.617,4,-5.196,1,0.0289,0.0918,2.02E-05,0.0816,0.682,121.062,5ftdTvmQjjsL23t7jxADfI,252307,4
5480,0.729,0.406,8,-9.388,1,0.0533,0.248,0,0.114,0.177,127.954,2d1fFtfsPOqCoTURgBKV7N,199387,4
5481,0.731,0.445,5,-8.202,1,0.0533,0.071,0,0.0862,0.452,126.066,0hy48SusJtyhy4DNB2rEaS,216240,4
5482,0.804,0.616,7,-10.844,1,0.0568,0.122,0.518,0.357,0.459,99.991,6WXjgmyJpFklnDQ6k9htCg,115800,4
5483,0.671,0.348,7,-14.606,1,0.0387,0.616,0.857,0.0753,0.0627,85.989,75dM074358E0GY7i9gjqWw,136744,4
5484,0.635,0.252,6,-10.455,1,0.0596,0.0295,0.779,0.119,0.667,77.952,5TuhMyeZ7bBd3A0PzKNW4D,196923,4
5485,0.872,0.411,7,-11.153,0,0.306,0.659,0.836,0.235,0.314,123.957,1vlBi0s11E34l51MhZ63f1,139355,4
5486,0.749,0.588,0,-6.558,1,0.0762,0.952,0.886,0.152,0.434,122.057,0WMA7dwEojg5fN89EdpcpR,113345,4
5487,0.484,0.576,1,-8.431,0,0.663,0.582,0.0301,0.306,0.317,78.303,0LWlhQwduzn48itDPT2yY8,228571,1
5488,0.659,0.423,11,-11.808,1,0.0428,0.459,0.472,0.119,0.311,90.242,7FcchJaSj4QiIS9aAjj7KN,219333,4
5489,0.701,0.529,7,-12.242,0,0.147,0.82,0.00113,0.249,0.577,138.216,297rZsBEjFw9d0Gl3iBLnd,146390,4
5490,0.315,0.715,11,-8.072,0,0.0362,0.00125,7.97E-06,0.0942,0.497,155.925,6Qyc6fS4DsZjB2mRW9DsQs,289533,3
5491,0.873,0.816,9,-4.645,1,0.256,0.483,0,0.146,0.79,96.067,2b7FqlHc3JrzlYtGEkzq22,301467,4
5492,0.767,0.856,7,-2.715,1,0.041,0.0303,1.91E-06,0.36,0.747,91.535,1JClFT74TYSXlzpagbmj0S,285027,4
5493,0.531,0.909,11,-4.236,1,0.034,0.0175,0,0.231,0.814,97.546,1Dr1fXbc2IxaK1Mu8P8Khz,178000,4
5494,0.491,0.942,7,-5.333,1,0.132,0.156,0,0.367,0.387,100.446,37EJtTS7jT5WUyXGZzrwnI,191507,4
5495,0.498,0.845,0,-3.057,1,0.0352,0.0628,1.98E-05,0.251,0.751,188.01,2XZRWWl9l6I9SWwkV8JIcc,230007,4
5496,0.423,0.792,5,-6.227,0,0.0396,1.49E-05,0,0.429,0.195,119.974,0KcHwAnK9I7ieGVaRJICxT,237626,4
5497,0.745,0.194,8,-11.257,1,0.251,0.219,0.866,0.12,0.0951,79.997,29kYqYz5LI8KJii4gW3BH0,123077,4
5498,0.627,0.847,10,-5.303,1,0.0352,0.0237,0,0.212,0.611,126.017,0RTzJVkunbGwuRjXDFHnjf,251147,4
5499,0.567,0.335,11,-9.088,0,0.175,0.000179,0.74,0.275,0.135,148.094,3gQSWGaCoaxONqXitmn7GX,77845,4
5500,0.639,0.265,6,-17.125,1,0.061,0.88,0.646,0.87,0.137,82.021,5X1x7olCET1Kix9YjOMTkN,159017,4
5501,0.732,0.303,4,-13.575,1,0.057,0.75,0.828,0.141,0.601,82.555,1RT37FnxNmvisZSb6leOCD,173143,4
5502,0.652,0.403,9,-14.328,0,0.0802,0.871,0.808,0.0742,0.089,140.012,28PYwyQETvCDNXMRBFAtzr,180000,4
5503,0.353,0.494,7,-7.982,1,0.0548,0.786,0.111,0.61,0.267,80.206,5sdOmuLCfoNiXwUxxcD1nK,83478,4
5504,0.481,0.765,7,-4.025,1,0.0388,0.00381,0.000737,0.119,0.465,102.829,1Yi8XPnCPoimWwqxwm3uz9,232960,4
5505,0.615,0.858,0,-3.3,1,0.0396,0.00393,0,0.0789,0.323,97.038,03CbQgFxnBFoaaVJTfEqMD,227265,4
5506,0.581,0.465,10,-9.416,1,0.0306,0.317,0.94,0.29,0.623,170.349,034ZKE6KJpa8yVpAPQ9AMT,98773,4
5507,0.427,0.275,10,-13.966,1,0.0729,0.824,0.907,0.635,0.157,80.461,3t54ahneTDvIHb399rhZHA,150000,4
5508,0.55,0.531,11,-7.094,1,0.239,0.766,0.589,0.381,0.328,71.454,76Yal7OOUDF3iaqchERzMf,152362,3
5509,0.895,0.165,0,-14.135,1,0.239,0.319,0.793,0.167,0.581,130.044,1e92VSkCg0HIFwyxnDCfje,125571,4
5510,0.76,0.115,1,-18.106,0,0.0873,0.807,0.97,0.182,0.75,80.024,3c8xULQwLwLKMEAp9T8l2o,80713,4
5511,0.708,0.0984,2,-15.67,0,0.423,0.879,0.0548,0.113,0.309,160.264,5SeudHcwDyaOIaX6G8CVXd,120000,4
5512,0.792,0.406,0,-13.646,0,0.0848,0.2,0.357,0.116,0.424,155.976,6cK2p8SINJhAtZWjljXzqg,233846,4
5513,0.886,0.232,6,-9.919,0,0.4,0.247,0.906,0.114,0.661,130.015,6Yp6bCLd4IWur1yL2Xirrk,166154,4
5514,0.633,0.185,0,-14.68,1,0.0626,0.945,0.868,0.127,0.155,77.223,3JdcRs53aBDG20OiPBJO9g,154125,4
5515,0.491,0.362,2,-13.321,1,0.277,0.91,0.881,0.118,0.35,159.002,4llpWUJEWKHGVZzYv1nYid,84427,4
5516,0.79,0.133,8,-9.365,1,0.0915,0.875,0.808,0.111,0.422,69.997,19JzJOMs4wkuKxY8WEOMea,122704,4
5517,0.539,0.316,8,-13.852,1,0.0532,0.478,0.807,0.14,0.258,86.007,7JSqxtiYoM5UwXQ8X89Rit,85247,4
5518,0.775,0.337,4,-12.263,1,0.0474,0.868,0.898,0.142,0.885,138.016,0KcV1EQdppMZe78MGT6wBn,139139,4
5519,0.843,0.256,7,-13.565,0,0.0752,0.538,0.114,0.133,0.655,68.997,6notNqVa0J99HRgsshef7a,142183,4
5520,0.359,0.359,4,-9.193,1,0.218,0.702,0.594,0.106,0.235,176.016,0E8IUQ6U20nbu7ErUSQWEE,133531,4
5521,0.784,0.312,4,-14.648,0,0.0513,0.576,0.851,0.128,0.63,129.94,5rBQIzDduJsmDbZ97gqWEW,147692,4
5522,0.792,0.56,9,-9.245,0,0.155,0.432,0.932,0.105,0.726,78.019,3cKe1fwT8MnvCx6VuQPgjq,75469,4
5523,0.559,0.31,5,-10.53,0,0.373,0.526,0.937,0.147,0.395,188.177,1GPRmRcadnmINbJlutkseu,138000,4
5524,0.772,0.502,10,-13.254,0,0.0291,0.371,0.922,0.0917,0.145,152.031,5utrtANUaATItHm4Twgp6Z,102056,4
5525,0.692,0.404,10,-10.178,1,0.289,0.567,0.927,0.13,0.161,159.946,5JSexBZZOyLgpA6ISfMr7f,165187,4
5526,0.708,0.309,6,-19.536,1,0.144,0.428,0.87,0.0843,0.451,74.99,6QOVWoZUD3IEszbfO46mYW,77600,4
5527,0.692,0.716,8,-7.086,1,0.0549,0.0065,0,0.0446,0.484,77.194,7MCs283jdifycrZoMPPynX,201721,4
5528,0.703,0.778,0,-4.957,0,0.0403,0.0046,0.000111,0.0803,0.342,128.008,7eYg8jUX2m0yJqP8o3kL5O,255000,4
5529,0.557,0.278,8,-12.353,1,0.0427,0.723,2.24E-05,0.0755,0.335,147.681,0aKl9lBwUvRUuXvgdT7Pgj,197600,4
5530,0.277,0.146,7,-11.845,1,0.037,0.918,0.0513,0.11,0.0394,113.856,2X01OHYkSP7t7jXyAULmbZ,213273,4
5531,0.41,0.512,0,-6.525,1,0.0318,0.0158,0.219,0.104,0.0853,139.863,5mFmSEcgqeFiT5SbiKeiFc,252015,3
5532,0.36,0.223,2,-19.5,1,0.0337,0.841,0.727,0.0947,0.0519,99.75,0KalsY81HsAAVUxZy9qUFz,231925,4
5533,0.492,0.841,0,-9.181,0,0.0904,0.729,0.00027,0.101,0.313,177.869,4FwaJmXeZxr1096KItcUQq,194907,4
5534,0.242,0.137,2,-16.332,0,0.0322,0.901,0.0105,0.167,0.0644,92.454,4THgqBGsTYJcNcQWCV92AP,229560,3
5535,0.314,0.959,4,-4.657,0,0.0908,0.0263,0.000148,0.161,0.492,154.221,2V0T2LS0pf2r3EFpOEkZFO,309640,4
5536,0.277,0.67,6,-9.381,1,0.0376,6.28E-05,0.751,0.237,0.217,148.342,7bu0znpSbTks0O6I98ij0W,254627,4
5537,0.445,0.955,8,-8.027,1,0.0856,0.0326,0.284,0.317,0.336,123.343,5NIPsWpDjJTFBoPxCUUeXp,273600,4
5538,0.502,0.89,4,-5.175,1,0.0364,0.000147,0.0117,0.217,0.259,133.52,57bgtoPSgt236HzfBOd8kj,292880,4
5539,0.707,0.771,11,-4.371,1,0.0821,0.0342,1.79E-06,0.0684,0.609,94.035,7vSm2hckpPHTrIHpqmqOze,200720,4
5540,0.547,0.6,10,-7.546,0,0.351,0.211,0,0.145,0.49,89.041,6D53lwtCp4kY6B7aZGkOxB,289147,4
5541,0.801,0.501,0,-6.364,1,0.269,0.188,0,0.0211,0.902,140.077,6PlrGEPaisOqBiDlwW6Ic0,190746,4
5542,0.595,0.419,2,-8.122,0,0.276,0.694,0,0.12,0.33,120.14,2ZbvTTHaZIYu9XhnRO44mr,232240,4
5543,0.723,0.43,8,-9.08,0,0.0569,0.464,0,0.112,0.332,114.94,2m1JKNrEQA37VibuKSMJEH,224240,4
5544,0.482,0.714,0,-7.689,0,0.0518,0.204,0.000239,0.0973,0.536,82.019,3myKrRi0ZXU9pRfGgpUCTj,165040,4
5545,0.61,0.725,8,-5.131,1,0.15,0.367,0,0.154,0.291,146.163,7e4KQkp5ZR1gXCAalRjX6B,201788,4
5546,0.617,0.567,0,-4.188,1,0.0828,0.0584,0,0.0933,0.505,90.246,0SuLAslEMFZAXf0SwY7syi,217603,4
5547,0.509,0.481,0,-6.778,1,0.0289,0.142,1.15E-06,0.102,0.295,79.086,6r64PMqq9VxnT0Xr3439uH,305093,3
5548,0.592,0.545,0,-11.139,1,0.0521,0.877,0.0798,0.155,0.515,180.028,15cflDd73jN6Uhz6uWIYkL,231773,3
5549,0.584,0.833,2,-6.748,1,0.0591,0.289,0.408,0.567,0.846,130.2,1IFvAIyjMiCWWMIB807vRP,225467,4
5550,0.744,0.692,2,-7.273,1,0.0375,0.00617,0.00549,0.0653,0.746,122.992,6ImpVOOzNrrzi5k6HiVSIk,231413,4
5551,0.71,0.888,2,-6.457,1,0.235,0.0591,0,0.134,0.816,170.193,25F6MWrnFBCXVnpN4n76EK,225987,4
5552,0.644,0.609,11,-6.442,1,0.0284,0.168,0.00971,0.225,0.237,107.022,40rO5T5aZa0MlgzCetTRTn,202600,4
5553,0.706,0.674,9,-5.932,1,0.044,0.3,0,0.202,0.359,83.001,3sqRODOZ1Z6hR4F2tnFAlg,179326,4
5554,0.326,0.226,10,-7.647,1,0.0294,0.914,0,0.132,0.242,171.037,6in5L6PUrNbWXANgTadrQC,204326,3
5555,0.575,0.33,7,-6.557,1,0.031,0.416,0,0.0872,0.277,95.801,6QfS2wq5sSC1xAJCQsTSlj,217213,4
5556,0.736,0.449,10,-7.956,0,0.0633,0.506,6.63E-05,0.117,0.487,147.971,4aSfgWmRa9KsISD4Jmx7QB,202280,4
5557,0.63,0.5,1,-8.755,0,0.0611,0.611,4.04E-05,0.114,0.315,144.871,6y6jbcPG4Yn3Du4moXaenr,245172,4
5558,0.686,0.172,1,-8.722,1,0.0329,0.839,1.81E-05,0.0793,0.197,112.655,5dB00dkUFlruwbxVmdOPSE,260004,4
5559,0.438,0.94,2,-3.249,1,0.0452,8.74E-05,0.0777,0.3,0.421,100.99,4iG2gAwKXsOcijVaVXzRPW,261000,3
5560,0.615,0.798,10,-4.163,0,0.0815,0.0188,0.0081,0.0995,0.753,88.465,1uqU0nq6DCbJMktSlUvQV8,181133,4
5561,0.512,0.817,7,-3.154,1,0.142,0.0505,0,0.0775,0.552,154.607,3ItzRpwvKtkDSNdRSjXu7Z,215173,4
5562,0.498,0.777,5,-6.904,1,0.0424,0.00193,0,0.254,0.486,89.967,55QVNnLD7LeAToBotul8VX,234520,4
5563,0.573,0.767,4,-5.811,1,0.0357,0.374,0.139,0.225,0.477,128.008,7fE5PFt7j1aNGdCEM89qxN,278868,4
5564,0.733,0.663,5,-5.766,1,0.0322,0.101,6.98E-06,0.0694,0.53,127.974,7oekneJCJO74ycdLzdk16v,215493,4
5565,0.649,0.718,0,-6.593,0,0.0261,0.142,0.0713,0.124,0.718,101.034,2EWpa5XnAuSn0sIkSSIhYk,274093,4
5566,0.597,0.848,0,-5.841,1,0.0308,0.0372,2.33E-05,0.122,0.437,128.009,5fgb3Md1xjt3mxeBqguiIA,214080,4
5567,0.381,0.844,5,-7.123,1,0.144,0.0131,0,0.318,0.239,194,1MSM3Fo2fvnwVqMcz8Jhjq,223880,4
5568,0.594,0.477,10,-9.514,1,0.0331,0.223,2.79E-06,0.0929,0.283,141.993,6eLUwUJbXC9E94RuP5Qg4Y,170678,4
5569,0.642,0.808,0,-6.406,1,0.0463,0.0383,0.00829,0.547,0.273,97.565,6ZrlXT6mUMEgomN128iekU,241640,4
5570,0.623,0.292,7,-12.26,0,0.0313,0.698,9.86E-06,0.121,0.161,118.007,6AQ3guMjWgetjRpQASwrE5,210925,4
5571,0.486,0.356,9,-13.649,1,0.0318,0.755,0.861,0.0986,0.111,117.141,6x6XKEUcCJGUACD4Xh7KuP,256282,4
5572,0.595,0.267,0,-14.936,0,0.0325,0.511,0.0363,0.075,0.0388,115.228,6VzUsdXk0h0vDrimW972q8,236719,4
5573,0.636,0.597,8,-6.884,0,0.0279,0.118,0.00283,0.124,0.639,84.979,1J5rHMEvQFpM07iLULi48A,201398,4
5574,0.57,0.798,9,-4.92,1,0.0323,0.102,0.000128,0.178,0.671,103.303,57i3M29DWoo7RDk0Tf0LZG,171333,4
5575,0.696,0.693,3,-4.64,1,0.044,0.175,0,0.122,0.601,126.025,3JJYIoJ5FyY9E0DGjr7SXF,194755,4
5576,0.52,0.538,1,-8.109,1,0.206,0.367,0.00187,0.119,0.177,141.894,5bJ1DrEM4hNCafcDd1oxHx,345133,4
5577,0.794,0.668,6,-8.363,1,0.323,0.131,0.00037,0.113,0.634,86.929,5vxII6AxXbPsAJE5dAdBo9,289600,4
5578,0.492,0.144,7,-10.125,1,0.0708,0.965,1.84E-06,0.161,0.274,164.839,1PfUKiMDKIlPEF9FfdJawc,324302,3
5579,0.807,0.887,1,-4.311,0,0.0361,0.016,0.000503,0.0811,0.606,122.015,5itOtNx0WxtJmi1TQ3RuRd,229184,4
5580,0.501,0.568,4,-7.968,0,0.0331,0.217,1.64E-05,0.094,0.236,88.904,2KDR0VRWbQ88LQ1cdi8T3z,207531,4
5581,0.575,0.549,4,-8.625,1,0.037,0.0587,0.234,0.122,0.216,105.035,6Qg7dDHVr6jir9LfnMdnBR,383004,4
5582,0.571,0.666,8,-7.99,1,0.0305,0.634,0.354,0.103,0.302,80.021,1Oja6IgXsVwjQbkU0DKsGK,281546,4
5583,0.306,0.293,6,-13.226,0,0.0358,0.456,0.00182,0.0971,0.0775,134.699,0IywSq9ht03ZUKIobc55cY,244133,3
5584,0.741,0.295,9,-11.044,1,0.0446,0.0245,0,0.142,0.236,125.936,5GcjIiSS47T64N1DFxn1UK,217627,4
5585,0.512,0.695,4,-6.349,1,0.0271,0.0265,0.00815,0.146,0.351,145.957,2qgXrzJsry4KgYoJCpuaul,233630,4
5586,0.637,0.856,1,-5.649,1,0.0337,0.0366,0.0308,0.0809,0.285,160.068,4kQazx3VMaDKUG1IIaC94i,167107,4
5587,0.655,0.473,8,-9.806,1,0.0267,0.842,0.0323,0.167,0.572,92.962,6ZmtxXUXRVjxOhugKkmerC,211290,4
5588,0.787,0.734,0,-6.464,1,0.0701,0.357,0.00101,0.0625,0.634,98.989,4ye8U0982eHtlhlvePpxtP,184848,4
5589,0.745,0.642,6,-4.138,0,0.0506,0.103,0,0.0335,0.35,120.063,4fkM7M4Uo5AUASnnsRC7EZ,186520,4
5590,0.504,0.788,3,-4.113,0,0.215,0.0134,0,0.363,0.228,170.039,6rfRwqIMFFCDpuvYGvgtpD,186022,4
5591,0.58,0.636,2,-6.649,1,0.0262,0.191,0.0313,0.0915,0.38,105.037,4QK1qv4mgsfdWmMzp1Z3fx,212572,3
5592,0.741,0.705,0,-6.113,1,0.0694,0.0216,5.10E-06,0.126,0.514,132.06,2560fO3xOE5k8o220mJkI8,193636,4
5593,0.607,0.737,11,-7.55,1,0.047,0.12,0.169,0.256,0.697,77.493,6xiGRIgBOsQPdzYfiHDESZ,229161,4
5594,0.449,0.261,9,-11.057,1,0.0324,0.626,0,0.101,0.218,84.138,6Fl0f31sQOKghATJ9oyI2k,231958,4
5595,0.847,0.489,10,-7.926,1,0.0868,0.494,0,0.071,0.839,120.018,25VBJM8MADuhjaHRnqFrvV,183228,4
5596,0.476,0.788,9,-4.821,0,0.0446,0.237,2.49E-05,0.106,0.746,90.066,0H2iJVgorRR0ZFgRqGUjUM,289333,4
5597,0.384,0.607,6,-7.429,1,0.0433,0.713,0,0.158,0.707,78.186,7hNb5juMQyy93U63jW4Mwj,262906,1
5598,0.794,0.448,10,-4.771,0,0.0539,0.591,0,0.109,0.588,120.055,2LNMhZ3YijTO7USmqjgJfG,231333,4
5599,0.707,0.617,6,-8.446,0,0.21,0.0222,0,0.345,0.534,160.003,2NjeQLvFsfeKdZoA7dbfL1,186627,4
5600,0.441,0.594,1,-8.271,1,0.166,0.269,0,0.143,0.491,139.28,4VYmdTVFXDq0LtYMoVswTv,197440,4
5601,0.551,0.725,1,-7.619,0,0.189,0.194,0,0.0956,0.692,99.919,5mexbTuWx9d8DPZk4sDGF4,210960,4
5602,0.822,0.861,11,-8.846,1,0.0832,0.25,7.00E-05,0.164,0.548,123.964,7EHAXZenBzmGCpccWCyg8z,227373,4
5603,0.76,0.715,1,-7.128,1,0.0428,0.0543,9.07E-06,0.119,0.0479,142.035,3HXSQWIyz7CUEI96kUurwn,132813,4
5604,0.567,0.723,9,-5.33,0,0.29,0.0121,0,0.264,0.272,128.463,7oopoWQa0jicMSf9SFtxMK,175907,4
5605,0.715,0.57,0,-7.682,0,0.172,0.222,2.32E-06,0.343,0.371,107.766,6xXYFVsFDGSLNzeE9zGCiL,232293,4
5606,0.66,0.784,6,-7.696,1,0.285,0.0806,0,0.113,0.642,157.991,6b4A1mLzePAHGn3XCicLAe,236107,4
5607,0.626,0.659,0,-8.324,0,0.129,0.0182,1.01E-06,0.348,0.112,77.005,5vm7y9SmcH0S1NOQanb8rQ,161627,4
5608,0.769,0.908,5,-7.49,0,0.0379,0.171,0.00141,0.104,0.753,138.039,6SWJJP7Xc9zCcuiHl69Uvh,142382,4
5609,0.51,0.84,0,-3.343,1,0.0477,0.107,0,0.0854,0.314,114.979,1H33wNKihn8zcTexnwUoJ6,225920,4
5610,0.488,0.909,10,-6.591,1,0.0929,0.0011,1.02E-05,0.456,0.643,129.774,1KDYN3odJHnj9pqGHN3FVs,244400,4
5611,0.577,0.646,0,-5.902,1,0.13,0.0913,4.18E-05,0.17,0.575,169.769,27eO3EGKIUU7yug1eOxUZu,195093,4
5612,0.435,0.802,1,-6.871,1,0.324,0.00376,0,0.467,0.454,84.267,1fLdeDTrJWNkwOeFyAVLvF,207000,4
5613,0.594,0.614,5,-6.091,0,0.0536,0.0121,0,0.823,0.101,79.968,4ImL3v98u2BLkwnyQDjfRm,271600,4
5614,0.475,0.613,1,-6.217,1,0.382,0.0452,0,0.294,0.718,166.755,7kXINLuqpicfE1sDCZ3Xwv,204307,4
5615,0.662,0.443,10,-7.31,0,0.0307,0.0564,1.38E-05,0.15,0.285,82.787,1xMT0HHQbQFmGJXDq1ApgX,313227,3
5616,0.634,0.649,6,-7.505,0,0.0486,0.0315,0,0.482,0.509,90.482,0ua0Go4NN4Td7l0Zre6Ce3,237507,4
5617,0.587,0.631,1,-6.811,1,0.308,0.461,1.54E-06,0.138,0.733,80.108,1XQhZctQWzkznclbmbE7FQ,227893,4
5618,0.402,0.639,6,-7.087,1,0.301,0.044,0,0.229,0.625,83.213,39cpcnobaB8FdedVjHjXP2,212707,4
5619,0.679,0.754,8,-6.965,1,0.186,0.323,0,0.126,0.905,86.993,2iaCM7WvOknQI1230hA9eK,203493,4
5620,0.531,0.76,11,-6.198,0,0.29,0.199,0,0.0598,0.292,77.556,19PtHjgLtiKGsrRoC1f9IF,287573,4
5621,0.54,0.476,0,-8.658,1,0.111,0.13,0.000252,0.135,0.116,191.259,6bXOlIfGIWh7Tyn4oyvLQW,243440,4
