,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0,0.731,0.745,1,-5.846,1,0.0293,0.000519,0.00167,0.0679,0.734,115.011,audio_features,7njzY44c9xIbh8igjEd9K8,spotify:track:7njzY44c9xIbh8igjEd9K8,https://api.spotify.com/v1/tracks/7njzY44c9xIbh8igjEd9K8,https://api.spotify.com/v1/audio-analysis/7njzY44c9xIbh8igjEd9K8,251322,4
1,0.742,0.678,5,-4.605,0,0.192,0.0698,0,0.151,0.927,115.05,audio_features,6JqYhSdTE4WbQrMXxPH5cD,spotify:track:6JqYhSdTE4WbQrMXxPH5cD,https://api.spotify.com/v1/tracks/6JqYhSdTE4WbQrMXxPH5cD,https://api.spotify.com/v1/audio-analysis/6JqYhSdTE4WbQrMXxPH5cD,135521,4
2,0.789,0.49,2,-6.588,1,0.0392,0.784,0.000598,0.112,0.869,140.034,audio_features,3TTWpDAiJfyoJDd5v2F8C3,spotify:track:3TTWpDAiJfyoJDd5v2F8C3,https://api.spotify.com/v1/tracks/3TTWpDAiJfyoJDd5v2F8C3,https://api.spotify.com/v1/audio-analysis/3TTWpDAiJfyoJDd5v2F8C3,180000,4
3,0.648,0.727,0,-3.791,1,0.142,0.229,0,0.17,0.689,160.024,audio_features,6ZahaGPhyiXTi1pLEtGM6e,spotify:track:6ZahaGPhyiXTi1pLEtGM6e,https://api.spotify.com/v1/tracks/6ZahaGPhyiXTi1pLEtGM6e,https://api.spotify.com/v1/audio-analysis/6ZahaGPhyiXTi1pLEtGM6e,175067,4
4,0.738,0.696,1,-3.59,1,0.0305,0.0236,9.09E-05,0.338,0.892,101.989,audio_features,2o6dL3brUkkiuFRdrLfdG7,spotify:track:2o6dL3brUkkiuFRdrLfdG7,https://api.spotify.com/v1/tracks/2o6dL3brUkkiuFRdrLfdG7,https://api.spotify.com/v1/audio-analysis/2o6dL3brUkkiuFRdrLfdG7,217136,4
5,0.606,0.775,0,-6.038,0,0.04,0.0086,0.498,0.305,0.508,140.013,audio_features,0zEKfIm5b8EUcDM3qoPXKX,spotify:track:0zEKfIm5b8EUcDM3qoPXKX,https://api.spotify.com/v1/tracks/0zEKfIm5b8EUcDM3qoPXKX,https://api.spotify.com/v1/audio-analysis/0zEKfIm5b8EUcDM3qoPXKX,258547,4
6,0.65,0.527,5,-7.465,0,0.532,0.132,0,0.0902,0.705,120.094,audio_features,5zkZff8E84umaBtOMO5ZQi,spotify:track:5zkZff8E84umaBtOMO5ZQi,https://api.spotify.com/v1/tracks/5zkZff8E84umaBtOMO5ZQi,https://api.spotify.com/v1/audio-analysis/5zkZff8E84umaBtOMO5ZQi,181975,5
7,0.582,0.681,5,-6.138,1,0.0458,0.342,0,0.186,0.273,95.995,audio_features,7egj375ez0KtF3bYCfAHdZ,spotify:track:7egj375ez0KtF3bYCfAHdZ,https://api.spotify.com/v1/tracks/7egj375ez0KtF3bYCfAHdZ,https://api.spotify.com/v1/audio-analysis/7egj375ez0KtF3bYCfAHdZ,230000,4
8,0.726,0.657,10,-7.066,0,0.0327,0.00765,0.000248,0.0975,0.629,114.996,audio_features,4bE6D10MEtSdDt1lxXgTro,spotify:track:4bE6D10MEtSdDt1lxXgTro,https://api.spotify.com/v1/tracks/4bE6D10MEtSdDt1lxXgTro,https://api.spotify.com/v1/audio-analysis/4bE6D10MEtSdDt1lxXgTro,235707,4
9,0.639,0.531,4,-5.531,1,0.0277,0.282,1.45E-06,0.111,0.318,112.926,audio_features,7tsHqxfepei1AdLjy93XIv,spotify:track:7tsHqxfepei1AdLjy93XIv,https://api.spotify.com/v1/tracks/7tsHqxfepei1AdLjy93XIv,https://api.spotify.com/v1/audio-analysis/7tsHqxfepei1AdLjy93XIv,178457,4
10,0.757,0.614,4,-6.828,1,0.126,0.472,0,0.161,0.616,90.523,audio_features,3Vtl4Xc9cKVs1UoenXtScn,spotify:track:3Vtl4Xc9cKVs1UoenXtScn,https://api.spotify.com/v1/tracks/3Vtl4Xc9cKVs1UoenXtScn,https://api.spotify.com/v1/audio-analysis/3Vtl4Xc9cKVs1UoenXtScn,200865,4
11,0.84,0.193,8,-11.186,1,0.0696,0.182,0,0.173,0.204,99.99,audio_features,3FUWD1PXnb6wxRpxqEp1zc,spotify:track:3FUWD1PXnb6wxRpxqEp1zc,https://api.spotify.com/v1/tracks/3FUWD1PXnb6wxRpxqEp1zc,https://api.spotify.com/v1/audio-analysis/3FUWD1PXnb6wxRpxqEp1zc,182400,4
12,0.638,0.459,10,-13.676,1,0.0263,0.191,0.0207,0.125,0.261,105.02,audio_features,49rrPHxp0944ZLgAi7XfY8,spotify:track:49rrPHxp0944ZLgAi7XfY8,https://api.spotify.com/v1/tracks/49rrPHxp0944ZLgAi7XfY8,https://api.spotify.com/v1/audio-analysis/49rrPHxp0944ZLgAi7XfY8,219429,4
13,0.81,0.719,2,-6.952,1,0.329,0.0439,0,0.168,0.52,145.057,audio_features,4XeEW044UZbu7XbP4dEDyS,spotify:track:4XeEW044UZbu7XbP4dEDyS,https://api.spotify.com/v1/tracks/4XeEW044UZbu7XbP4dEDyS,https://api.spotify.com/v1/audio-analysis/4XeEW044UZbu7XbP4dEDyS,134687,4
14,0.825,0.638,10,-8.447,0,0.301,0.123,0,0.113,0.127,133.867,audio_features,3YGvU52NbIduS0ivCKeOVC,spotify:track:3YGvU52NbIduS0ivCKeOVC,https://api.spotify.com/v1/tracks/3YGvU52NbIduS0ivCKeOVC,https://api.spotify.com/v1/audio-analysis/3YGvU52NbIduS0ivCKeOVC,219103,4
15,0.608,0.699,6,-8.267,1,0.114,0.139,0,0.242,0.784,146.941,audio_features,4w5m4X0OZ2IslxNOgtntTN,spotify:track:4w5m4X0OZ2IslxNOgtntTN,https://api.spotify.com/v1/tracks/4w5m4X0OZ2IslxNOgtntTN,https://api.spotify.com/v1/audio-analysis/4w5m4X0OZ2IslxNOgtntTN,182680,4
16,0.498,0.755,10,-9.283,0,0.381,0.0894,0,0.498,0.635,90.013,audio_features,0VBBhORpLGjyUzRwhQPXKk,spotify:track:0VBBhORpLGjyUzRwhQPXKk,https://api.spotify.com/v1/tracks/0VBBhORpLGjyUzRwhQPXKk,https://api.spotify.com/v1/audio-analysis/0VBBhORpLGjyUzRwhQPXKk,238000,4
17,0.644,0.684,2,-6.031,1,0.228,0.48,1.76E-06,0.0918,0.563,121.722,audio_features,0Nz4r6k4KtPEdbSscKjwFN,spotify:track:0Nz4r6k4KtPEdbSscKjwFN,https://api.spotify.com/v1/tracks/0Nz4r6k4KtPEdbSscKjwFN,https://api.spotify.com/v1/audio-analysis/0Nz4r6k4KtPEdbSscKjwFN,246820,4
18,0.6,0.85,8,-3.634,1,0.216,0.227,3.18E-06,0.152,0.592,143.828,audio_features,68a1QFrzqGeprtli75KCM9,spotify:track:68a1QFrzqGeprtli75KCM9,https://api.spotify.com/v1/tracks/68a1QFrzqGeprtli75KCM9,https://api.spotify.com/v1/audio-analysis/68a1QFrzqGeprtli75KCM9,200669,4
19,0.525,0.774,9,-4.532,1,0.241,0.24,1.07E-06,0.495,0.526,154.192,audio_features,5h0Jgt873QtgL6nJRBGfT6,spotify:track:5h0Jgt873QtgL6nJRBGfT6,https://api.spotify.com/v1/tracks/5h0Jgt873QtgL6nJRBGfT6,https://api.spotify.com/v1/audio-analysis/5h0Jgt873QtgL6nJRBGfT6,202391,4
20,0.775,0.67,7,-7.95,1,0.251,0.265,3.01E-05,0.106,0.516,147.9,audio_features,6z7jvqBQtyNLxaKALqT67c,spotify:track:6z7jvqBQtyNLxaKALqT67c,https://api.spotify.com/v1/tracks/6z7jvqBQtyNLxaKALqT67c,https://api.spotify.com/v1/audio-analysis/6z7jvqBQtyNLxaKALqT67c,202184,4
21,0.468,0.837,1,-5.654,1,0.381,0.187,0,0.687,0.605,95.47,audio_features,2IoVnTEyj8NdFBpWoEFrMZ,spotify:track:2IoVnTEyj8NdFBpWoEFrMZ,https://api.spotify.com/v1/tracks/2IoVnTEyj8NdFBpWoEFrMZ,https://api.spotify.com/v1/audio-analysis/2IoVnTEyj8NdFBpWoEFrMZ,203653,3
22,0.399,0.0109,2,-19.808,1,0.0522,0.661,0.592,0.131,0.333,104.839,audio_features,5tpSGHl2739Ogq4PW1jyko,spotify:track:5tpSGHl2739Ogq4PW1jyko,https://api.spotify.com/v1/tracks/5tpSGHl2739Ogq4PW1jyko,https://api.spotify.com/v1/audio-analysis/5tpSGHl2739Ogq4PW1jyko,96227,3
23,0.116,0.0981,4,-22.015,0,0.0383,0.824,0.925,0.15,0.0779,166.785,audio_features,7qDMwy7Db8urIvxWWiPBoB,spotify:track:7qDMwy7Db8urIvxWWiPBoB,https://api.spotify.com/v1/tracks/7qDMwy7Db8urIvxWWiPBoB,https://api.spotify.com/v1/audio-analysis/7qDMwy7Db8urIvxWWiPBoB,203800,3
24,0.501,0.24,9,-15.419,0,0.0804,0.82,0.617,0.227,0.413,144.549,audio_features,67CxEFAX8brkx6UunTJiYw,spotify:track:67CxEFAX8brkx6UunTJiYw,https://api.spotify.com/v1/tracks/67CxEFAX8brkx6UunTJiYw,https://api.spotify.com/v1/audio-analysis/67CxEFAX8brkx6UunTJiYw,1016034,4
25,0.185,0.433,0,-12.409,1,0.041,0.885,0.964,0.155,0.635,114.24,audio_features,6I7U9PRJPSLrmnieJA4B8U,spotify:track:6I7U9PRJPSLrmnieJA4B8U,https://api.spotify.com/v1/tracks/6I7U9PRJPSLrmnieJA4B8U,https://api.spotify.com/v1/audio-analysis/6I7U9PRJPSLrmnieJA4B8U,230449,4
26,0.452,0.136,3,-16.305,1,0.0299,0.982,0.862,0.113,0.334,106.311,audio_features,0yod6tHyQ4i5P2ArTRDLhz,spotify:track:0yod6tHyQ4i5P2ArTRDLhz,https://api.spotify.com/v1/tracks/0yod6tHyQ4i5P2ArTRDLhz,https://api.spotify.com/v1/audio-analysis/0yod6tHyQ4i5P2ArTRDLhz,120960,4
27,0.526,0.516,7,-11.034,1,0.0384,0.544,0.0283,0.0921,0.506,109.882,audio_features,0ndCPlYIOLh54JMzW7tCjl,spotify:track:0ndCPlYIOLh54JMzW7tCjl,https://api.spotify.com/v1/tracks/0ndCPlYIOLh54JMzW7tCjl,https://api.spotify.com/v1/audio-analysis/0ndCPlYIOLh54JMzW7tCjl,200800,4
28,0.509,0.31,9,-10.623,1,0.0313,0.959,0.229,0.0963,0.151,137.474,audio_features,7CoMBpPTwQi2wPT0U0Nr9b,spotify:track:7CoMBpPTwQi2wPT0U0Nr9b,https://api.spotify.com/v1/tracks/7CoMBpPTwQi2wPT0U0Nr9b,https://api.spotify.com/v1/audio-analysis/7CoMBpPTwQi2wPT0U0Nr9b,208653,3
29,0.397,0.0998,0,-15.431,1,0.0371,0.982,0.00476,0.1,0.105,127.362,audio_features,1xuA8vy1KA1cfP5UQ7NYSS,spotify:track:1xuA8vy1KA1cfP5UQ7NYSS,https://api.spotify.com/v1/tracks/1xuA8vy1KA1cfP5UQ7NYSS,https://api.spotify.com/v1/audio-analysis/1xuA8vy1KA1cfP5UQ7NYSS,475187,4
30,0.614,0.684,0,-5.79,1,0.157,0.247,0,0.0976,0.258,156.85,audio_features,6UjZ2Yx2g2a52XxiA8ONxZ,spotify:track:6UjZ2Yx2g2a52XxiA8ONxZ,https://api.spotify.com/v1/tracks/6UjZ2Yx2g2a52XxiA8ONxZ,https://api.spotify.com/v1/audio-analysis/6UjZ2Yx2g2a52XxiA8ONxZ,245700,4
31,0.611,0.33,7,-11.475,1,0.0504,0.862,0,0.18,0.418,150.075,audio_features,1XtCRTHD8LzpI47zhWzWJq,spotify:track:1XtCRTHD8LzpI47zhWzWJq,https://api.spotify.com/v1/tracks/1XtCRTHD8LzpI47zhWzWJq,https://api.spotify.com/v1/audio-analysis/1XtCRTHD8LzpI47zhWzWJq,232400,4
32,0.446,0.527,2,-6.224,1,0.0347,0.127,0,0.113,0.331,69.657,audio_features,7wn4vp2ELLMxUFGoUheZs2,spotify:track:7wn4vp2ELLMxUFGoUheZs2,https://api.spotify.com/v1/tracks/7wn4vp2ELLMxUFGoUheZs2,https://api.spotify.com/v1/audio-analysis/7wn4vp2ELLMxUFGoUheZs2,245789,4
33,0.546,0.727,8,-5.419,1,0.0529,0.00595,1.67E-06,0.0885,0.417,90.036,audio_features,1RvcrQtn7y3Jj7ZtDLQcY0,spotify:track:1RvcrQtn7y3Jj7ZtDLQcY0,https://api.spotify.com/v1/tracks/1RvcrQtn7y3Jj7ZtDLQcY0,https://api.spotify.com/v1/audio-analysis/1RvcrQtn7y3Jj7ZtDLQcY0,182093,4
34,0.505,0.458,7,-7.87,1,0.0392,0.217,0,0.116,0.17,123.922,audio_features,3AbV3JF0bJAZXeHEJZfpke,spotify:track:3AbV3JF0bJAZXeHEJZfpke,https://api.spotify.com/v1/tracks/3AbV3JF0bJAZXeHEJZfpke,https://api.spotify.com/v1/audio-analysis/3AbV3JF0bJAZXeHEJZfpke,301773,4
35,0.452,0.79,4,-5.01,1,0.0534,0.391,0,0.303,0.362,143.861,audio_features,6Fqf0OTfB9VPfYk2HfBhPn,spotify:track:6Fqf0OTfB9VPfYk2HfBhPn,https://api.spotify.com/v1/tracks/6Fqf0OTfB9VPfYk2HfBhPn,https://api.spotify.com/v1/audio-analysis/6Fqf0OTfB9VPfYk2HfBhPn,251906,4
36,0.877,0.534,1,-6.18,1,0.151,0.0339,1.73E-05,0.0441,0.89,108.171,audio_features,6e8Ou0wiqAzIpWb2eSxll8,spotify:track:6e8Ou0wiqAzIpWb2eSxll8,https://api.spotify.com/v1/tracks/6e8Ou0wiqAzIpWb2eSxll8,https://api.spotify.com/v1/audio-analysis/6e8Ou0wiqAzIpWb2eSxll8,197560,4
37,0.686,0.915,7,-4.447,1,0.0364,0.0028,7.16E-06,0.233,0.796,110.054,audio_features,594M0rqYMOo8BhMGEdoi5C,spotify:track:594M0rqYMOo8BhMGEdoi5C,https://api.spotify.com/v1/tracks/594M0rqYMOo8BhMGEdoi5C,https://api.spotify.com/v1/audio-analysis/594M0rqYMOo8BhMGEdoi5C,211000,4
38,0.647,0.71,0,-4.692,1,0.029,0.000973,0.703,0.0777,0.268,110.059,audio_features,5IpfwhirP044EQ2AqqVKCj,spotify:track:5IpfwhirP044EQ2AqqVKCj,https://api.spotify.com/v1/tracks/5IpfwhirP044EQ2AqqVKCj,https://api.spotify.com/v1/audio-analysis/5IpfwhirP044EQ2AqqVKCj,217493,4
39,0.558,0.364,4,-11.258,0,0.0265,0.0505,5.02E-06,0.0753,0.17,142.171,audio_features,10igKaIKsSB6ZnWxPxPvKO,spotify:track:10igKaIKsSB6ZnWxPxPvKO,https://api.spotify.com/v1/tracks/10igKaIKsSB6ZnWxPxPvKO,https://api.spotify.com/v1/audio-analysis/10igKaIKsSB6ZnWxPxPvKO,388733,3
40,0.332,0.179,5,-11.83,1,0.0326,0.879,0,0.0886,0.315,96.529,audio_features,3BQHpFgAp4l80e1XslIjNI,spotify:track:3BQHpFgAp4l80e1XslIjNI,https://api.spotify.com/v1/tracks/3BQHpFgAp4l80e1XslIjNI,https://api.spotify.com/v1/audio-analysis/3BQHpFgAp4l80e1XslIjNI,125667,4
41,0.73,0.892,8,-7.012,0,0.0555,0.21,1.80E-06,0.0753,0.961,103.196,audio_features,6go8OpVqD9QePmdA726d81,spotify:track:6go8OpVqD9QePmdA726d81,https://api.spotify.com/v1/tracks/6go8OpVqD9QePmdA726d81,https://api.spotify.com/v1/audio-analysis/6go8OpVqD9QePmdA726d81,232547,4
42,0.425,0.954,1,-3.756,0,0.0476,0.00411,0,0.0555,0.933,178.043,audio_features,0Ph6L4l8dYUuXFmb71Ajnd,spotify:track:0Ph6L4l8dYUuXFmb71Ajnd,https://api.spotify.com/v1/tracks/0Ph6L4l8dYUuXFmb71Ajnd,https://api.spotify.com/v1/audio-analysis/0Ph6L4l8dYUuXFmb71Ajnd,243160,4
43,0.609,0.923,9,-3.908,1,0.0338,0.16,4.73E-06,0.295,0.961,115.996,audio_features,0n2SEXB2qoRQg171q7XqeW,spotify:track:0n2SEXB2qoRQg171q7XqeW,https://api.spotify.com/v1/tracks/0n2SEXB2qoRQg171q7XqeW,https://api.spotify.com/v1/audio-analysis/0n2SEXB2qoRQg171q7XqeW,294987,4
44,0.497,0.55,2,-6.465,0,0.192,0.663,5.18E-05,0.206,0.461,80.938,audio_features,1bMD1NK0f9hFxqOf5bMz6i,spotify:track:1bMD1NK0f9hFxqOf5bMz6i,https://api.spotify.com/v1/tracks/1bMD1NK0f9hFxqOf5bMz6i,https://api.spotify.com/v1/audio-analysis/1bMD1NK0f9hFxqOf5bMz6i,191302,4
45,0.672,0.738,0,-7.045,1,0.0506,0.0178,6.75E-05,0.0927,0.392,107.938,audio_features,6t6oULCRS6hnI7rm0h5gwl,spotify:track:6t6oULCRS6hnI7rm0h5gwl,https://api.spotify.com/v1/tracks/6t6oULCRS6hnI7rm0h5gwl,https://api.spotify.com/v1/audio-analysis/6t6oULCRS6hnI7rm0h5gwl,277040,4
46,0.728,0.415,8,-6.852,1,0.0639,0.401,0,0.0616,0.455,114.145,audio_features,7vu0JkJh0ldukEYbTVcqd0,spotify:track:7vu0JkJh0ldukEYbTVcqd0,https://api.spotify.com/v1/tracks/7vu0JkJh0ldukEYbTVcqd0,https://api.spotify.com/v1/audio-analysis/7vu0JkJh0ldukEYbTVcqd0,176320,4
47,0.0871,0.0969,0,-22.547,1,0.0386,0.87,0.904,0.111,0.0431,81.621,audio_features,2QzCAcW1aA98LW8qMrgL5P,spotify:track:2QzCAcW1aA98LW8qMrgL5P,https://api.spotify.com/v1/tracks/2QzCAcW1aA98LW8qMrgL5P,https://api.spotify.com/v1/audio-analysis/2QzCAcW1aA98LW8qMrgL5P,333307,3
48,0.539,0.395,10,-14.976,1,0.037,0.0165,0.853,0.13,0.0449,87.343,audio_features,6cBkNEHprAsTn5reFJeys4,spotify:track:6cBkNEHprAsTn5reFJeys4,https://api.spotify.com/v1/tracks/6cBkNEHprAsTn5reFJeys4,https://api.spotify.com/v1/audio-analysis/6cBkNEHprAsTn5reFJeys4,212415,4
49,0.329,0.0141,0,-23.72,1,0.0398,0.921,0.919,0.104,0.0387,74.011,audio_features,1OJxI8lIWRqBvouJxW1nzN,spotify:track:1OJxI8lIWRqBvouJxW1nzN,https://api.spotify.com/v1/tracks/1OJxI8lIWRqBvouJxW1nzN,https://api.spotify.com/v1/audio-analysis/1OJxI8lIWRqBvouJxW1nzN,208562,4
50,0.642,0.01,2,-25.164,1,0.0446,0.992,0.945,0.103,0.197,87.971,audio_features,4NsPgRYUdHu2Q5JRNgXYU5,spotify:track:4NsPgRYUdHu2Q5JRNgXYU5,https://api.spotify.com/v1/tracks/4NsPgRYUdHu2Q5JRNgXYU5,https://api.spotify.com/v1/audio-analysis/4NsPgRYUdHu2Q5JRNgXYU5,215500,4
51,0.665,0.417,1,-6.731,0,0.524,0.374,0,0.186,0.04,110.111,audio_features,2VYb3Fb5iK5Y8HGZ8oEEkp,spotify:track:2VYb3Fb5iK5Y8HGZ8oEEkp,https://api.spotify.com/v1/tracks/2VYb3Fb5iK5Y8HGZ8oEEkp,https://api.spotify.com/v1/audio-analysis/2VYb3Fb5iK5Y8HGZ8oEEkp,215320,4
52,0.474,0.387,2,-14.416,0,0.0305,0.642,0.00557,0.143,0.545,118.486,audio_features,4mWahKerLaVddUjb8d1Q4Q,spotify:track:4mWahKerLaVddUjb8d1Q4Q,https://api.spotify.com/v1/tracks/4mWahKerLaVddUjb8d1Q4Q,https://api.spotify.com/v1/audio-analysis/4mWahKerLaVddUjb8d1Q4Q,241347,4
53,0.786,0.555,10,-10.276,1,0.0471,0.454,0.0173,0.0826,0.673,95.1,audio_features,1PehfITh0TTRx3LkDdV4h3,spotify:track:1PehfITh0TTRx3LkDdV4h3,https://api.spotify.com/v1/tracks/1PehfITh0TTRx3LkDdV4h3,https://api.spotify.com/v1/audio-analysis/1PehfITh0TTRx3LkDdV4h3,261373,4
54,0.526,0.162,9,-14.238,0,0.214,0.832,0.76,0.0974,0.201,115.073,audio_features,1sNHnNghTXeVqhWfklniyl,spotify:track:1sNHnNghTXeVqhWfklniyl,https://api.spotify.com/v1/tracks/1sNHnNghTXeVqhWfklniyl,https://api.spotify.com/v1/audio-analysis/1sNHnNghTXeVqhWfklniyl,287296,3
55,0.514,0.807,9,-8.733,1,0.0424,0.0178,0,0.0537,0.379,94.973,audio_features,47P8MEfPCxvVzLXWx6WmtM,spotify:track:47P8MEfPCxvVzLXWx6WmtM,https://api.spotify.com/v1/tracks/47P8MEfPCxvVzLXWx6WmtM,https://api.spotify.com/v1/audio-analysis/47P8MEfPCxvVzLXWx6WmtM,231986,4
56,0.805,0.556,1,-8.701,0,0.382,0.15,0,0.619,0.739,80.006,audio_features,2ZCeayho20yavRaeqWeQMh,spotify:track:2ZCeayho20yavRaeqWeQMh,https://api.spotify.com/v1/tracks/2ZCeayho20yavRaeqWeQMh,https://api.spotify.com/v1/audio-analysis/2ZCeayho20yavRaeqWeQMh,129000,4
57,0.518,0.412,7,-8.909,1,0.0336,0.898,0.000757,0.112,0.0784,120.061,audio_features,2tm7WNo4pG4DKYK40LCzdh,spotify:track:2tm7WNo4pG4DKYK40LCzdh,https://api.spotify.com/v1/tracks/2tm7WNo4pG4DKYK40LCzdh,https://api.spotify.com/v1/audio-analysis/2tm7WNo4pG4DKYK40LCzdh,208000,4
58,0.589,0.513,11,-8.212,0,0.186,0.152,0,0.651,0.544,100.089,audio_features,5uXS5XfEJCNBRk09YXqtEY,spotify:track:5uXS5XfEJCNBRk09YXqtEY,https://api.spotify.com/v1/tracks/5uXS5XfEJCNBRk09YXqtEY,https://api.spotify.com/v1/audio-analysis/5uXS5XfEJCNBRk09YXqtEY,146093,4
59,0.486,0.45,5,-10.298,1,0.0267,0.166,2.06E-06,0.54,0.55,100.456,audio_features,0pQskrTITgmCMyr85tb9qq,spotify:track:0pQskrTITgmCMyr85tb9qq,https://api.spotify.com/v1/tracks/0pQskrTITgmCMyr85tb9qq,https://api.spotify.com/v1/audio-analysis/0pQskrTITgmCMyr85tb9qq,254293,4
60,0.596,0.525,4,-6.994,1,0.0283,0.0631,0,0.348,0.469,120.064,audio_features,5th3rj1nW25bm5iSLiK3i9,spotify:track:5th3rj1nW25bm5iSLiK3i9,https://api.spotify.com/v1/tracks/5th3rj1nW25bm5iSLiK3i9,https://api.spotify.com/v1/audio-analysis/5th3rj1nW25bm5iSLiK3i9,283573,4
61,0.532,0.495,10,-6.662,1,0.0343,0.659,0,0.0754,0.308,124.936,audio_features,4U45aEWtQhrm8A5mxPaFZ7,spotify:track:4U45aEWtQhrm8A5mxPaFZ7,https://api.spotify.com/v1/tracks/4U45aEWtQhrm8A5mxPaFZ7,https://api.spotify.com/v1/audio-analysis/4U45aEWtQhrm8A5mxPaFZ7,214240,4
62,0.529,0.127,11,-16.066,1,0.0274,0.611,0.000109,0.237,0.578,63.05,audio_features,62AuGbAkt8Ox2IrFFb8GKV,spotify:track:62AuGbAkt8Ox2IrFFb8GKV,https://api.spotify.com/v1/tracks/62AuGbAkt8Ox2IrFFb8GKV,https://api.spotify.com/v1/audio-analysis/62AuGbAkt8Ox2IrFFb8GKV,203573,4
63,0.778,0.589,8,-5.548,1,0.269,0.467,0,0.0902,0.513,98.001,audio_features,4vIKzWqtn44umal5jXq4wE,spotify:track:4vIKzWqtn44umal5jXq4wE,https://api.spotify.com/v1/tracks/4vIKzWqtn44umal5jXq4wE,https://api.spotify.com/v1/audio-analysis/4vIKzWqtn44umal5jXq4wE,212307,4
64,0.852,0.666,11,-6.923,0,0.184,0.135,0,0.798,0.726,91.046,audio_features,0AtP8EkGPn6SwxKDaUuXec,spotify:track:0AtP8EkGPn6SwxKDaUuXec,https://api.spotify.com/v1/tracks/0AtP8EkGPn6SwxKDaUuXec,https://api.spotify.com/v1/audio-analysis/0AtP8EkGPn6SwxKDaUuXec,207760,4
65,0.857,0.621,9,-6.376,0,0.0825,0.148,0,0.0865,0.668,97.989,audio_features,4vUmTMuQqjdnvlZmAH61Qk,spotify:track:4vUmTMuQqjdnvlZmAH61Qk,https://api.spotify.com/v1/tracks/4vUmTMuQqjdnvlZmAH61Qk,https://api.spotify.com/v1/audio-analysis/4vUmTMuQqjdnvlZmAH61Qk,204467,4
66,0.746,0.787,4,-6.373,1,0.12,0.212,0,0.0669,0.607,95.005,audio_features,4wuCQX7JvAZLlrcmH4AeZF,spotify:track:4wuCQX7JvAZLlrcmH4AeZF,https://api.spotify.com/v1/tracks/4wuCQX7JvAZLlrcmH4AeZF,https://api.spotify.com/v1/audio-analysis/4wuCQX7JvAZLlrcmH4AeZF,206187,4
67,0.798,0.676,6,-5.041,1,0.0442,0.0902,0,0.0894,0.843,101.956,audio_features,0hVXuCcriWRGvwMV1r5Yn9,spotify:track:0hVXuCcriWRGvwMV1r5Yn9,https://api.spotify.com/v1/tracks/0hVXuCcriWRGvwMV1r5Yn9,https://api.spotify.com/v1/audio-analysis/0hVXuCcriWRGvwMV1r5Yn9,219947,4
68,0.468,0.63,8,-6.536,0,0.0843,0.31,0,0.137,0.762,91.419,audio_features,3FHXUqaUer9o231Je1zxIN,spotify:track:3FHXUqaUer9o231Je1zxIN,https://api.spotify.com/v1/tracks/3FHXUqaUer9o231Je1zxIN,https://api.spotify.com/v1/audio-analysis/3FHXUqaUer9o231Je1zxIN,204507,4
69,0.716,0.823,5,-5.313,0,0.0495,0.132,0,0.361,0.91,151.957,audio_features,1DhRbox3xkceP64k3JeYfW,spotify:track:1DhRbox3xkceP64k3JeYfW,https://api.spotify.com/v1/tracks/1DhRbox3xkceP64k3JeYfW,https://api.spotify.com/v1/audio-analysis/1DhRbox3xkceP64k3JeYfW,161747,4
70,0.885,0.762,8,-5.513,0,0.216,0.219,0,0.162,0.605,138.058,audio_features,1AI7UPw3fgwAFkvAlZWhE0,spotify:track:1AI7UPw3fgwAFkvAlZWhE0,https://api.spotify.com/v1/tracks/1AI7UPw3fgwAFkvAlZWhE0,https://api.spotify.com/v1/audio-analysis/1AI7UPw3fgwAFkvAlZWhE0,189733,4
71,0.64,0.647,5,-8.114,0,0.186,0.124,0,0.0801,0.546,92.979,audio_features,70eFcWOvlMObDhURTqT4Fv,spotify:track:70eFcWOvlMObDhURTqT4Fv,https://api.spotify.com/v1/tracks/70eFcWOvlMObDhURTqT4Fv,https://api.spotify.com/v1/audio-analysis/70eFcWOvlMObDhURTqT4Fv,197867,4
72,0.766,0.622,5,-5.292,0,0.101,0.0639,0,0.207,0.679,140.076,audio_features,2ZIZXWnU52s0C75sPYiwvh,spotify:track:2ZIZXWnU52s0C75sPYiwvh,https://api.spotify.com/v1/tracks/2ZIZXWnU52s0C75sPYiwvh,https://api.spotify.com/v1/audio-analysis/2ZIZXWnU52s0C75sPYiwvh,191493,4
73,0.607,0.194,2,-10.396,0,0.0308,0.97,0.34,0.107,0.181,99.835,audio_features,7gP40cgwzUeDkypRwpSNrf,spotify:track:7gP40cgwzUeDkypRwpSNrf,https://api.spotify.com/v1/tracks/7gP40cgwzUeDkypRwpSNrf,https://api.spotify.com/v1/audio-analysis/7gP40cgwzUeDkypRwpSNrf,172080,4
74,0.532,0.335,0,-13.643,1,0.0284,0.783,0.961,0.0945,0.2,80.11,audio_features,0GNSXFE8a9MkDR4ZTiF4Lj,spotify:track:0GNSXFE8a9MkDR4ZTiF4Lj,https://api.spotify.com/v1/tracks/0GNSXFE8a9MkDR4ZTiF4Lj,https://api.spotify.com/v1/audio-analysis/0GNSXFE8a9MkDR4ZTiF4Lj,183547,4
